what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353827276109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827278703
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1353827278734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827282562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827286078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1353827286109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827287125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827288406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827291671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827292796
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1353827297421
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1353827311015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827316281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827317281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353827317296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827318062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353827320703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353827321843
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1353827322937
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353827324906
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1353827327328
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1353827328062
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1353827330546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353827348234
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1353827351656
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1353827357906
